location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents
Ludgeristraße, Münster;2019-01-11 09:00:00 +0100;Friday;715;2;fog;
Ludgeristraße, Münster;2019-01-11 10:00:00 +0100;Friday;1325;3;fog;
Ludgeristraße, Münster;2019-01-11 11:00:00 +0100;Friday;1945;4;fog;
Ludgeristraße, Münster;2019-01-11 12:00:00 +0100;Friday;2397;5;fog;
Ludgeristraße, Münster;2019-01-11 13:00:00 +0100;Friday;2644;6;cloudy;
Ludgeristraße, Münster;2019-01-11 14:00:00 +0100;Friday;2520;6;partly-cloudy-day;
Ludgeristraße, Münster;2019-01-11 15:00:00 +0100;Friday;2669;6;partly-cloudy-day;
Ludgeristraße, Münster;2019-01-11 16:00:00 +0100;Friday;2759;6;partly-cloudy-day;
Ludgeristraße, Münster;2019-01-11 17:00:00 +0100;Friday;2817;6;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-11 18:00:00 +0100;Friday;2374;7;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-11 19:00:00 +0100;Friday;1363;7;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-11 20:00:00 +0100;Friday;445;7;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-11 21:00:00 +0100;Friday;225;7;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-11 22:00:00 +0100;Friday;259;7;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-11 23:00:00 +0100;Friday;146;7;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-12 00:00:00 +0100;Saturday;98;6;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-12 01:00:00 +0100;Saturday;72;6;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-12 02:00:00 +0100;Saturday;63;6;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-12 03:00:00 +0100;Saturday;65;6;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-12 04:00:00 +0100;Saturday;24;6;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-12 05:00:00 +0100;Saturday;46;6;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-12 06:00:00 +0100;Saturday;49;6;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-12 07:00:00 +0100;Saturday;88;5;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-12 08:00:00 +0100;Saturday;154;6;partly-cloudy-night;
Ludgeristraße, Münster;2019-01-12 09:00:00 +0100;Saturday;678;5;partly-cloudy-day;
Ludgeristraße, Münster;2019-01-12 10:00:00 +0100;Saturday;2137;6;partly-cloudy-day;
Ludgeristraße, Münster;2019-01-12 11:00:00 +0100;Saturday;3731;6;partly-cloudy-day;
Ludgeristraße, Münster;2019-01-12 12:00:00 +0100;Saturday;4819;5;partly-cloudy-day;
Ludgeristraße, Münster;2019-01-12 13:00:00 +0100;Saturday;4996;6;rain;
Ludgeristraße, Münster;2019-01-12 14:00:00 +0100;Saturday;4867;6;rain;
Ludgeristraße, Münster;2019-01-12 15:00:00 +0100;Saturday;4695;6;rain;
Ludgeristraße, Münster;2019-01-12 16:00:00 +0100;Saturday;4686;7;rain;
